trade_date,instrument,direction,contracts,entry_price,stop_points,trim1_points,trim2_points,trim1_hit,trim2_hit,gross_pnl,net_pnl,trades,wins,losses,breakeven_trades,win_rate,avg_risk,avg_reward,rr_ratio,trims,notes,largest_win,largest_loss,max_drawdown
2024-06-18,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,80.0,61.00000000000003,5,2,3,0,0.4,40.0,100.0,2.5,1,"Trim 1 + BE, Trim 1 + BE, Stopped Out, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-06-19,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.4,300.0,3,2,1,0,0.6666666666666666,40.0,175.7,4.3925,2,"Trim 1 + BE, Stopped Out, Target Hit (+$247.60)",247.6,-43.8,0.0
2024-06-20,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,20.0,8.600000000000009,3,1,2,0,0.3333333333333333,40.0,100.0,2.5,1,"Stopped Out, Stopped Out, Trim 1 + BE",96.2,-43.8,0.0
2024-06-21,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,20.0,8.600000000000009,3,1,2,0,0.3333333333333333,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-06-24,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Full TP, Target Hit (+$3.80)",296.2,0.0,0.0
2024-06-25,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,140.0,121.0,5,1,4,0,0.2,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Stopped Out, Stopped Out, Full TP",296.2,-43.8,0.0
2024-06-26,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.4,300.0,3,2,1,0,0.6666666666666666,40.0,175.7,4.3925,2,"Stopped Out, Trim 1 + BE, Target Hit (+$247.60)",247.6,-43.8,0.0
2024-06-27,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,280.0,260.99999999999994,5,2,3,0,0.4,40.0,200.0,5.0,2,"Full TP, Stopped Out, Stopped Out, Stopped Out, Trim 1 + BE",296.2,-43.8,0.0
2024-06-28,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,300.0,296.2,1,1,0,0,1.0,40.0,300.0,7.5,2,Full TP,296.2,0.0,0.0
2024-07-01,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,260.0,252.39999999999998,2,1,1,0,0.5,40.0,300.0,7.5,2,"Stopped Out, Full TP",296.2,-43.8,0.0
2024-07-02,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,60.0,52.400000000000006,2,1,1,0,0.5,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE",96.2,-43.8,0.0
2024-07-03,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,300.0,296.2,1,1,0,0,1.0,40.0,300.0,7.5,2,Full TP,296.2,0.0,0.0
2024-07-04,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Trim 1 + BE, Target Hit (+$203.80)",203.8,0.0,0.0
2024-07-05,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,280.0,261.0,5,2,3,0,0.4,40.0,200.0,5.0,2,"Stopped Out, Stopped Out, Trim 1 + BE, Stopped Out, Full TP",296.2,-43.8,0.0
2024-07-08,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.20000000000005,300.0,4,2,2,0,0.5,40.0,197.60000000000002,4.94,2,"Full TP, Stopped Out, Stopped Out, Target Hit (+$91.40)",296.2,-43.8,0.0
2024-07-09,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,300.0,296.2,1,1,0,0,1.0,40.0,300.0,7.5,2,Full TP,296.2,0.0,0.0
2024-07-10,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-120.0,-131.39999999999998,3,0,3,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-07-11,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-07-12,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Full TP, Stopped Out, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-07-15,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,240.0,217.2,6,2,4,0,0.3333333333333333,40.0,200.0,5.0,2,"Stopped Out, Stopped Out, Stopped Out, Full TP, Trim 1 + BE, Stopped Out",296.2,-43.8,0.0
2024-07-16,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-07-17,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Trim 1 + BE, Target Hit (+$203.80)",203.8,0.0,0.0
2024-07-18,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-07-19,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,20.0,8.600000000000009,3,1,2,0,0.3333333333333333,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-07-22,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-07-23,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,-60.0,-78.99999999999999,5,1,4,0,0.2,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-07-24,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Trim 1 + BE, Target Hit (+$203.80)",203.8,0.0,0.0
2024-07-25,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Full TP, Stopped Out, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-07-26,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-07-29,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.4,300.0,3,2,1,0,0.6666666666666666,40.0,175.7,4.3925,2,"Trim 1 + BE, Stopped Out, Target Hit (+$247.60)",247.6,-43.8,0.0
2024-07-30,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,60.0,52.400000000000006,2,1,1,0,0.5,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE",96.2,-43.8,0.0
2024-07-31,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,220.0,208.59999999999997,3,1,2,0,0.3333333333333333,40.0,300.0,7.5,2,"Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-08-01,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Stopped Out, Stopped Out, Full TP, Target Hit (+$91.40)",296.2,-43.8,0.0
2024-08-02,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,180.0,164.79999999999995,4,1,3,0,0.25,40.0,300.0,7.5,2,"Stopped Out, Full TP, Stopped Out, Stopped Out",296.2,-43.8,0.0
2024-08-05,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,220.0,201.0,5,3,2,0,0.6,40.0,100.0,2.5,1,"Trim 1 + BE, Trim 1 + BE, Stopped Out, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-08-06,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,260.0,252.39999999999998,2,1,1,0,0.5,40.0,300.0,7.5,2,"Stopped Out, Full TP",296.2,-43.8,0.0
2024-08-07,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-200.0,-219.0,5,0,5,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out, Stopped Out, Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-08-08,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,220.0,201.0,5,3,2,0,0.6,40.0,100.0,2.5,1,"Trim 1 + BE, Trim 1 + BE, Trim 1 + BE, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-08-09,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,3,1,0,0.75,40.0,118.39999999999999,2.96,2,"Trim 1 + BE, Stopped Out, Trim 1 + BE, Target Hit (+$151.40)",151.39999999999998,-43.8,0.0
2024-08-12,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Trim 1 + BE, Target Hit (+$203.80)",203.8,0.0,0.0
2024-08-13,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Stopped Out, Trim 1 + BE, Stopped Out, Target Hit (+$291.40)",291.4,-43.8,0.0
2024-08-14,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-08-15,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-08-16,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Full TP, Target Hit (+$3.80)",296.2,0.0,0.0
2024-08-19,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-08-20,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-08-21,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-08-22,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-08-23,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,180.0,164.8,4,1,3,0,0.25,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-08-26,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Full TP, Target Hit (+$3.80)",296.2,0.0,0.0
2024-08-27,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,20.0,8.600000000000009,3,1,2,0,0.3333333333333333,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-08-28,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,220.0,208.6,3,1,2,0,0.3333333333333333,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Full TP",296.2,-43.8,0.0
2024-08-29,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.4,300.0,3,2,1,0,0.6666666666666666,40.0,175.7,4.3925,2,"Trim 1 + BE, Stopped Out, Target Hit (+$247.60)",247.6,-43.8,0.0
2024-08-30,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Trim 1 + BE, Target Hit (+$203.80)",203.8,0.0,0.0
2024-09-02,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Trim 1 + BE, Stopped Out, Stopped Out, Target Hit (+$291.40)",291.4,-43.8,0.0
2024-09-03,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-09-04,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,260.0,252.39999999999998,2,1,1,0,0.5,40.0,300.0,7.5,2,"Stopped Out, Full TP",296.2,-43.8,0.0
2024-09-05,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-120.0,-131.39999999999998,3,0,3,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-09-06,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.20000000000005,300.0,4,2,2,0,0.5,40.0,197.60000000000002,4.94,2,"Full TP, Stopped Out, Stopped Out, Target Hit (+$91.40)",296.2,-43.8,0.0
2024-09-09,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,160.0,148.60000000000002,3,2,1,0,0.6666666666666666,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out, Trim 1 + BE",96.2,-43.8,0.0
2024-09-10,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-120.0,-131.39999999999998,3,0,3,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-09-11,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Stopped Out, Trim 1 + BE, Stopped Out, Target Hit (+$291.40)",291.4,-43.8,0.0
2024-09-12,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-09-13,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Full TP, Stopped Out, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-09-16,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,120.0,104.80000000000003,4,2,2,0,0.5,40.0,100.0,2.5,1,"Trim 1 + BE, Trim 1 + BE, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-09-17,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,220.0,208.59999999999997,3,1,2,0,0.3333333333333333,40.0,300.0,7.5,2,"Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-09-18,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,140.0,121.00000000000001,5,1,4,0,0.2,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-09-19,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,60.0,52.400000000000006,2,1,1,0,0.5,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-09-20,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Full TP, Stopped Out, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-09-23,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-09-24,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Full TP, Target Hit (+$3.80)",296.2,0.0,0.0
2024-09-25,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,200.0,192.4,2,2,0,0,1.0,40.0,100.0,2.5,1,"Trim 1 + BE, Trim 1 + BE",96.2,0.0,0.0
2024-09-26,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-09-27,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-240.0,-262.8,6,0,6,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out, Stopped Out, Stopped Out, Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-09-30,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,-20.0,-35.19999999999999,4,1,3,0,0.25,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-10-01,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Full TP, Stopped Out, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-10-02,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-10-03,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,3,1,0,0.75,40.0,118.39999999999999,2.96,2,"Trim 1 + BE, Trim 1 + BE, Stopped Out, Target Hit (+$151.40)",151.39999999999998,-43.8,0.0
2024-10-04,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.4,300.0,3,2,1,0,0.6666666666666666,40.0,175.7,4.3925,2,"Stopped Out, Trim 1 + BE, Target Hit (+$247.60)",247.6,-43.8,0.0
2024-10-07,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,220.0,201.0,5,3,2,0,0.6,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out, Stopped Out, Trim 1 + BE, Trim 1 + BE",96.2,-43.8,0.0
2024-10-08,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Full TP, Stopped Out, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-10-09,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,220.0,208.59999999999997,3,1,2,0,0.3333333333333333,40.0,300.0,7.5,2,"Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-10-10,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-10-11,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,180.0,164.8,4,1,3,0,0.25,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-10-14,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Stopped Out, Stopped Out, Full TP, Target Hit (+$91.40)",296.2,-43.8,0.0
2024-10-15,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,322.8,300.0,6,3,3,0,0.5,40.0,147.6,3.69,2,"Stopped Out, Stopped Out, Stopped Out, Full TP, Trim 1 + BE, Target Hit (+$39.00)",296.2,-43.8,0.0
2024-10-16,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,319.0,300.0,5,4,1,0,0.8,40.0,89.75,2.24375,1,"Trim 1 + BE, Trim 1 + BE, Stopped Out, Trim 1 + BE, Target Hit (+$55.20)",96.2,-43.8,0.0
2024-10-17,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Stopped Out, Stopped Out, Full TP, Target Hit (+$91.40)",296.2,-43.8,0.0
2024-10-18,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,260.0,252.39999999999998,2,1,1,0,0.5,40.0,300.0,7.5,2,"Full TP, Stopped Out",296.2,-43.8,0.0
2024-10-21,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,100.0,77.2,6,1,5,0,0.16666666666666666,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Stopped Out, Stopped Out, Full TP, Stopped Out",296.2,-43.8,0.0
2024-10-22,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,80.0,61.000000000000014,5,2,3,0,0.4,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out, Stopped Out, Trim 1 + BE",96.2,-43.8,0.0
2024-10-23,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Trim 1 + BE, Target Hit (+$203.80)",203.8,0.0,0.0
2024-10-24,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,100.0,77.20000000000002,6,1,5,0,0.16666666666666666,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Full TP, Stopped Out, Stopped Out, Stopped Out",296.2,-43.8,0.0
2024-10-25,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Full TP, Target Hit (+$3.80)",296.2,0.0,0.0
2024-10-28,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,-100.0,-122.79999999999998,6,1,5,0,0.16666666666666666,40.0,100.0,2.5,1,"Stopped Out, Stopped Out, Trim 1 + BE, Stopped Out, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-10-29,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,60.0,52.400000000000006,2,1,1,0,0.5,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-10-30,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,140.0,121.00000000000001,5,1,4,0,0.2,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Full TP, Stopped Out, Stopped Out",296.2,-43.8,0.0
2024-10-31,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,307.6,300.0,2,2,0,0,1.0,40.0,153.8,3.845,2,"Full TP, Target Hit (+$3.80)",296.2,0.0,0.0
2024-11-01,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,80.0,61.00000000000003,5,2,3,0,0.4,40.0,100.0,2.5,1,"Stopped Out, Stopped Out, Stopped Out, Trim 1 + BE, Trim 1 + BE",96.2,-43.8,0.0
2024-11-04,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,60.0,52.400000000000006,2,1,1,0,0.5,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE",96.2,-43.8,0.0
2024-11-05,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,40.0,17.200000000000017,6,2,4,0,0.3333333333333333,40.0,100.0,2.5,1,"Stopped Out, Stopped Out, Trim 1 + BE, Stopped Out, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-11-06,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-120.0,-131.39999999999998,3,0,3,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-11-07,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,220.0,208.6,3,1,2,0,0.3333333333333333,40.0,300.0,7.5,2,"Stopped Out, Stopped Out, Full TP",296.2,-43.8,0.0
2024-11-08,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-11-11,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,20.0,8.600000000000009,3,1,2,0,0.3333333333333333,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-11-12,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,260.0,252.39999999999998,2,1,1,0,0.5,40.0,300.0,7.5,2,"Stopped Out, Full TP",296.2,-43.8,0.0
2024-11-13,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-11-14,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-11-15,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-80.0,-87.6,2,0,2,0,0.0,40.0,0.0,0.0,0,"Stopped Out, Stopped Out",0.0,-43.8,0.0
2024-11-18,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,319.0,300.0,5,2,3,0,0.4,40.0,219.5,5.4875,2,"Stopped Out, Stopped Out, Stopped Out, Full TP, Target Hit (+$135.20)",296.2,-43.8,0.0
2024-11-19,MNQ,Long,2,0.0,10.0,50.0,100.0,False,False,-40.0,-43.8,1,0,1,0,0.0,40.0,0.0,0.0,0,Stopped Out,0.0,-43.8,0.0
2024-11-20,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,300.0,288.6,3,3,0,0,1.0,40.0,100.0,2.5,1,"Trim 1 + BE, Trim 1 + BE, Trim 1 + BE",96.2,0.0,0.0
2024-11-21,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,20.0,8.600000000000009,3,1,2,0,0.3333333333333333,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-11-22,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-11-25,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,315.2,300.0,4,2,2,0,0.5,40.0,197.6,4.9399999999999995,2,"Stopped Out, Stopped Out, Full TP, Target Hit (+$91.40)",296.2,-43.8,0.0
2024-11-26,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,40.0,17.200000000000017,6,2,4,0,0.3333333333333333,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Stopped Out, Stopped Out, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-11-27,MNQ,Long,2,0.0,10.0,50.0,100.0,True,True,311.40000000000003,300.0,3,2,1,0,0.6666666666666666,40.0,175.70000000000002,4.3925,2,"Stopped Out, Full TP, Target Hit (+$47.60)",296.2,-43.8,0.0
2024-11-28,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,20.0,8.600000000000009,3,1,2,0,0.3333333333333333,40.0,100.0,2.5,1,"Trim 1 + BE, Stopped Out, Stopped Out",96.2,-43.8,0.0
2024-11-29,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,120.0,104.80000000000003,4,2,2,0,0.5,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
2024-12-02,MNQ,Long,2,0.0,10.0,50.0,100.0,True,False,120.0,104.80000000000003,4,2,2,0,0.5,40.0,100.0,2.5,1,"Stopped Out, Trim 1 + BE, Trim 1 + BE, Stopped Out",96.2,-43.8,0.0
